Wojewodztwo;Powiat;Gmina;Miejscowosc;Dzielnica;ludnosc
DOLNOŚLĄSKIE;ząbkowicki;Stoszowice;Jemna;;5083.0
DOLNOŚLĄSKIE;ząbkowicki;Stoszowice;Różana;;5083.0
DOLNOŚLĄSKIE;ząbkowicki;Ząbkowice Śląskie;Ząbkowice Śląskie;;14032.0
DOLNOŚLĄSKIE;kłodzki;Szczytna;Chocieszów;;2071.0
DOLNOŚLĄSKIE;kłodzki;Szczytna;Łężyce;;2071.0
DOLNOŚLĄSKIE;legnicki;Miłkowice;Gniewomirowice;;7400.0
DOLNOŚLĄSKIE;legnicki;Miłkowice;Siedliska;;7400.0
DOLNOŚLĄSKIE;legnicki;Prochowice;Chwalkowice;;3470.0
DOLNOŚLĄSKIE;trzebnicki;Oborniki Śląskie;Przecławice;;12208.0
DOLNOŚLĄSKIE;ząbkowicki;Ząbkowice Śląskie;Tarnów;;6377.0
DOLNOŚLĄSKIE;świdnicki;Żarów;Siedlimowice;;5702.0
DOLNOŚLĄSKIE;trzebnicki;Oborniki Śląskie;Morzęcin Mały;;12208.0
DOLNOŚLĄSKIE;oleśnicki;Dobroszyce;Dobra;;7412.0
DOLNOŚLĄSKIE;oleśnicki;Dobroszyce;Mękarzowice;;7412.0
DOLNOŚLĄSKIE;oleśnicki;Dobroszyce;Nowica;;7412.0
DOLNOŚLĄSKIE;oleśnicki;Dobroszyce;Nowosiedlice;;7412.0
DOLNOŚLĄSKIE;oleśnicki;Dobroszyce;Sadków;;7412.0
DOLNOŚLĄSKIE;polkowicki;Grębocice;Krzydłowice;;5299.0
DOLNOŚLĄSKIE;polkowicki;Grębocice;Kwielice;;5299.0
DOLNOŚLĄSKIE;wrocławski;Mietków;Wawrzeńczyce;;3760.0
DOLNOŚLĄSKIE;wrocławski;Sobótka;Michałowice;;6000.0
DOLNOŚLĄSKIE;wrocławski;Sobótka;Przezdrowice;;6000.0
DOLNOŚLĄSKIE;złotoryjski;Pielgrzymka;Sędzimirów;;4145.0
DOLNOŚLĄSKIE;milicki;Cieszków;Jankowa;;4561.0
DOLNOŚLĄSKIE;górowski;Góra;Brzeżany;;7671.0
DOLNOŚLĄSKIE;trzebnicki;Trzebnica;Małuszyn;;11502.0
DOLNOŚLĄSKIE;trzebnicki;Trzebnica;Marcinowo;;11502.0
DOLNOŚLĄSKIE;karkonoski;Janowice Wielkie;Trzcińsko;;4046.0
DOLNOŚLĄSKIE;karkonoski;Jeżów Sudecki;Czernica;;8002.0
DOLNOŚLĄSKIE;karkonoski;Jeżów Sudecki;Janówek;;8002.0
DOLNOŚLĄSKIE;karkonoski;Jeżów Sudecki;Jeżów Sudecki;;8002.0
DOLNOŚLĄSKIE;milicki;Milicz;Duchowo;;12289.0
DOLNOŚLĄSKIE;wołowski;Wińsko;Domanice;;7786.0
DOLNOŚLĄSKIE;wrocławski;Czernica;Krzyków;;24933.0
DOLNOŚLĄSKIE;wrocławski;Długołęka;Bierzyce;;44927.0
DOLNOŚLĄSKIE;karkonoski;Mysłakowice;Krogulec;;9545.0
DOLNOŚLĄSKIE;karkonoski;Mysłakowice;Januszowice;;9545.0
DOLNOŚLĄSKIE;wałbrzyski;Stare Bogaczowice;Lubomin;;4344.0
DOLNOŚLĄSKIE;wałbrzyski;Stare Bogaczowice;Struga;;4344.0
DOLNOŚLĄSKIE;wałbrzyski;Walim;Dziećmorowice;;5326.0
DOLNOŚLĄSKIE;Jelenia Góra;Jelenia Góra;Czarne;;74194.0
DOLNOŚLĄSKIE;wrocławski;Jordanów Śląski;Piotrówek;;3275.0
DOLNOŚLĄSKIE;ząbkowicki;Ziębice;Dębowiec;;7485.0
DOLNOŚLĄSKIE;ząbkowicki;Ziębice;Głęboka;;7485.0
DOLNOŚLĄSKIE;wołowski;Wołów;Krzydlina Wielka;;9392.0
DOLNOŚLĄSKIE;wołowski;Wołów;Lubiąż;;9392.0
DOLNOŚLĄSKIE;wołowski;Wołów;Pawłoszewo;;9392.0
DOLNOŚLĄSKIE;wołowski;Wołów;Sławowice;;9392.0
DOLNOŚLĄSKIE;wołowski;Wołów;Straszowice;;9392.0
DOLNOŚLĄSKIE;kłodzki;Bystrzyca Kłodzka;Idzików;;8272.0
DOLNOŚLĄSKIE;wołowski;Wińsko;Iwno;;7786.0
DOLNOŚLĄSKIE;wołowski;Wińsko;Gryżyce;;7786.0
DOLNOŚLĄSKIE;kamiennogórski;Marciszów;Sędzisław;;4217.0
DOLNOŚLĄSKIE;kłodzki;Duszniki-Zdrój;Duszniki-Zdrój;;3907.0
DOLNOŚLĄSKIE;kłodzki;Kłodzko;Kłodzko;;24503.0
DOLNOŚLĄSKIE;kłodzki;Nowa Ruda;Drogosław;;20100.0
DOLNOŚLĄSKIE;kamiennogórski;Kamienna Góra;Krzeszów;;8816.0
DOLNOŚLĄSKIE;kamiennogórski;Kamienna Góra;Krzeszówek;;8816.0
DOLNOŚLĄSKIE;strzeliński;Borów;Brzezica;;4986.0
DOLNOŚLĄSKIE;strzeliński;Borów;Kępino;;4986.0
DOLNOŚLĄSKIE;średzki;Udanin;Lasek;;4755.0
DOLNOŚLĄSKIE;średzki;Udanin;Łagiewniki Średzkie;;4755.0
DOLNOŚLĄSKIE;średzki;Udanin;Pielaszkowice;;4755.0
DOLNOŚLĄSKIE;średzki;Udanin;Sokolniki;;4755.0
DOLNOŚLĄSKIE;świdnicki;Dobromierz;Kłaczyna;;4850.0
DOLNOŚLĄSKIE;kłodzki;Lewin Kłodzki;Gołaczów;;1947.0
DOLNOŚLĄSKIE;polkowicki;Przemków;Krępa;;2190.0
DOLNOŚLĄSKIE;polkowicki;Przemków;Łężce;;2190.0
DOLNOŚLĄSKIE;polkowicki;Radwanice;Sieroszowice;;5148.0
DOLNOŚLĄSKIE;strzeliński;Borów;Borek Strzeliński;;4986.0
DOLNOŚLĄSKIE;zgorzelecki;Pieńsk;Sośniak;;3225.0
DOLNOŚLĄSKIE;kłodzki;Radków;Karłów;;6121.0
DOLNOŚLĄSKIE;górowski;Wąsosz;Dochowa;;4160.0
DOLNOŚLĄSKIE;górowski;Wąsosz;Ługi;;4160.0
DOLNOŚLĄSKIE;górowski;Wąsosz;Pobiel;;4160.0
DOLNOŚLĄSKIE;górowski;Wąsosz;Wiklina;;4160.0
DOLNOŚLĄSKIE;górowski;Wąsosz;Wrząca Śląska;;4160.0
DOLNOŚLĄSKIE;jaworski;Bolków;Jastrowiec;;4896.0
DOLNOŚLĄSKIE;oleśnicki;Międzybórz;Ligota Rybińska;;2681.0
DOLNOŚLĄSKIE;trzebnicki;Żmigród;Kaszyce Milickie;;7922.0
DOLNOŚLĄSKIE;trzebnicki;Żmigród;Książęca Wieś;;7922.0
DOLNOŚLĄSKIE;świdnicki;Jaworzyna Śląska;Bolesławice;;5241.0
DOLNOŚLĄSKIE;świdnicki;Jaworzyna Śląska;Pasieczna;;5241.0
DOLNOŚLĄSKIE;świdnicki;Jaworzyna Śląska;Tomkowa;;5241.0
DOLNOŚLĄSKIE;strzeliński;Przeworno;Strużyna;;4467.0
DOLNOŚLĄSKIE;złotoryjski;Złotoryja;Złotoryja;;14000.0
DOLNOŚLĄSKIE;złotoryjski;Pielgrzymka;Nowe Łąki;;4145.0
DOLNOŚLĄSKIE;złotoryjski;Świerzawa;Stara Kraśnica;;4981.0
DOLNOŚLĄSKIE;złotoryjski;Zagrodno;Olszanica;;4805.0
DOLNOŚLĄSKIE;złotoryjski;Zagrodno;Uniejowice;;4805.0
DOLNOŚLĄSKIE;górowski;Góra;Czernina Dolna;;7671.0
DOLNOŚLĄSKIE;górowski;Góra;Kruszyniec;;7671.0
DOLNOŚLĄSKIE;legnicki;Chojnów;Biała;;9425.0
DOLNOŚLĄSKIE;karkonoski;Stara Kamienica;Mała Kamienica;;5244.0
DOLNOŚLĄSKIE;karkonoski;Stara Kamienica;Kopaniec;;5244.0
DOLNOŚLĄSKIE;polkowicki;Gaworzyce;Śrem;;3750.0
DOLNOŚLĄSKIE;bolesławiecki;Nowogrodziec;Zagajnik;;10473.0
DOLNOŚLĄSKIE;trzebnicki;Żmigród;Szarzyna;;7922.0
DOLNOŚLĄSKIE;trzebnicki;Żmigród;Sanie-Rybakówka;;7922.0
DOLNOŚLĄSKIE;trzebnicki;Żmigród;Węglewo;;7922.0
DOLNOŚLĄSKIE;trzebnicki;Żmigród;Żmigródek pod Lasem;;7922.0
DOLNOŚLĄSKIE;wałbrzyski;Boguszów-Gorce;Boguszów;;14079.0
DOLNOŚLĄSKIE;legnicki;Chojnów;Strupice;;9425.0
DOLNOŚLĄSKIE;legnicki;Chojnów;Zamienice;;9425.0
DOLNOŚLĄSKIE;legnicki;Krotoszyce;Kozice;;3312.0
DOLNOŚLĄSKIE;legnicki;Krotoszyce;Warmątowice Sienkiewiczowskie;;3312.0
DOLNOŚLĄSKIE;legnicki;Legnickie Pole;Biskupice;;5353.0
DOLNOŚLĄSKIE;złotoryjski;Złotoryja;Łaźniki;;6925.0
DOLNOŚLĄSKIE;złotoryjski;Złotoryja;Nowa Wieś Złotoryjska;;6925.0
DOLNOŚLĄSKIE;strzeliński;Strzelin;Szczodrowice;;9506.0
DOLNOŚLĄSKIE;strzeliński;Strzelin;Żeleźnik;;9506.0
DOLNOŚLĄSKIE;strzeliński;Wiązów;Wiązów;;2233.0
DOLNOŚLĄSKIE;strzeliński;Wiązów;Bryłówek;;4511.0
DOLNOŚLĄSKIE;strzeliński;Wiązów;Jaworów;;4511.0
DOLNOŚLĄSKIE;strzeliński;Wiązów;Łojowice;;4511.0
DOLNOŚLĄSKIE;strzeliński;Wiązów;Stary Wiązów;;4511.0
DOLNOŚLĄSKIE;średzki;Kostomłoty;Chmielów;;7151.0
DOLNOŚLĄSKIE;Jelenia Góra;Jelenia Góra;Zabobrze;;74194.0
DOLNOŚLĄSKIE;kamiennogórski;Lubawka;Lubawka;;5469.0
DOLNOŚLĄSKIE;kamiennogórski;Lubawka;Jurkowice;;5469.0
DOLNOŚLĄSKIE;kamiennogórski;Lubawka;Ulanowice;;5469.0
DOLNOŚLĄSKIE;kamiennogórski;Lubawka;Miszkowice;;4535.0
DOLNOŚLĄSKIE;lwówecki;Lwówek Śląski;Skała;;7892.0
DOLNOŚLĄSKIE;polkowicki;Grębocice;Proszówek;;5299.0
DOLNOŚLĄSKIE;polkowicki;Grębocice;Stara Rzeka;;5299.0
DOLNOŚLĄSKIE;polkowicki;Polkowice;Dąbrowa;;5607.0
DOLNOŚLĄSKIE;polkowicki;Polkowice;Guzice;;5607.0
DOLNOŚLĄSKIE;lubański;Leśna;Wolimierz;;5227.0
DOLNOŚLĄSKIE;bolesławiecki;Warta Bolesławiecka;Raciborowice Górne;;8402.0
DOLNOŚLĄSKIE;kłodzki;Bystrzyca Kłodzka;Mostowice;;8272.0
DOLNOŚLĄSKIE;kłodzki;Lewin Kłodzki;Witów;;1947.0
DOLNOŚLĄSKIE;kłodzki;Lewin Kłodzki;Leśna;;1947.0
DOLNOŚLĄSKIE;kłodzki;Międzylesie;Dolnik;;4342.0
DOLNOŚLĄSKIE;głogowski;Głogów;Głogów;;61206.0
DOLNOŚLĄSKIE;głogowski;Głogów;Biechów;;61206.0
DOLNOŚLĄSKIE;głogowski;Głogów;Grodziec Mały;;7260.0
DOLNOŚLĄSKIE;kłodzki;Nowa Ruda;Jastrzębiec;;10479.0
DOLNOŚLĄSKIE;kłodzki;Nowa Ruda;Olszowiec;;10479.0
DOLNOŚLĄSKIE;kłodzki;Nowa Ruda;Więcław;;10479.0
DOLNOŚLĄSKIE;wałbrzyski;Jedlina-Zdrój;Pokrzywianka;;4578.0
DOLNOŚLĄSKIE;wałbrzyski;Czarny Bór;Witków;;4717.0
DOLNOŚLĄSKIE;oleśnicki;Międzybórz;Oska Piła;;2681.0
DOLNOŚLĄSKIE;bolesławiecki;Bolesławiec;Golnice;;15359.0
DOLNOŚLĄSKIE;średzki;Środa Śląska;Rzeczyca;;10253.0
DOLNOŚLĄSKIE;średzki;Udanin;Karnice;;4755.0
DOLNOŚLĄSKIE;oleśnicki;Oleśnica;Poniatowice;;16635.0
DOLNOŚLĄSKIE;oleśnicki;Oleśnica;Sokołowice;;16635.0
DOLNOŚLĄSKIE;oleśnicki;Syców;Syców;;9920.0
DOLNOŚLĄSKIE;legnicki;Legnickie Pole;Legnickie Pole;;5353.0
DOLNOŚLĄSKIE;dzierżoniowski;Łagiewniki;Sieniawka;;7033.0
DOLNOŚLĄSKIE;średzki;Środa Śląska;Kulin;;10253.0
DOLNOŚLĄSKIE;lubiński;Lubin;Chróstnik;;18812.0
DOLNOŚLĄSKIE;lubiński;Lubin;Czerniec;;18812.0
DOLNOŚLĄSKIE;lubiński;Lubin;Miłoradzice;;18812.0
DOLNOŚLĄSKIE;lubiński;Lubin;Miłosna;;18812.0
DOLNOŚLĄSKIE;lubiński;Lubin;Miroszowice;;18812.0
DOLNOŚLĄSKIE;trzebnicki;Żmigród;Chodlewo;;7922.0
DOLNOŚLĄSKIE;milicki;Milicz;Postolin;;12289.0
DOLNOŚLĄSKIE;oleśnicki;Syców;Działosza;;6614.0
DOLNOŚLĄSKIE;oleśnicki;Syców;Gaszowice;;6614.0
DOLNOŚLĄSKIE;strzeliński;Kondratowice;Komorowice;;3929.0
DOLNOŚLĄSKIE;strzeliński;Kondratowice;Zarzyca;;3929.0
DOLNOŚLĄSKIE;strzeliński;Kondratowice;Żelowice;;3929.0
DOLNOŚLĄSKIE;dzierżoniowski;Łagiewniki;Trzebnik;;7033.0
DOLNOŚLĄSKIE;dzierżoniowski;Niemcza;Kietlin;;2323.0
DOLNOŚLĄSKIE;kłodzki;Międzylesie;Lesica;;4342.0
DOLNOŚLĄSKIE;świdnicki;Marcinowice;Chwałków;;6376.0
DOLNOŚLĄSKIE;świdnicki;Marcinowice;Gola Świdnicka;;6376.0
DOLNOŚLĄSKIE;świdnicki;Marcinowice;Gruszów;;6376.0
DOLNOŚLĄSKIE;świdnicki;Marcinowice;Kątki;;6376.0
DOLNOŚLĄSKIE;górowski;Niechlów;Bełcz Wielki;;4454.0
DOLNOŚLĄSKIE;górowski;Niechlów;Głobice;;4454.0
DOLNOŚLĄSKIE;górowski;Niechlów;Lipowiec;;4454.0
DOLNOŚLĄSKIE;górowski;Niechlów;Żabin;;4454.0
DOLNOŚLĄSKIE;górowski;Wąsosz;Chocieborowice;;4160.0
DOLNOŚLĄSKIE;bolesławiecki;Bolesławiec;Modlików;;15359.0
DOLNOŚLĄSKIE;bolesławiecki;Bolesławiec;Kraśnik Górny;;15359.0
DOLNOŚLĄSKIE;bolesławiecki;Bolesławiec;Krępnica;;15359.0
DOLNOŚLĄSKIE;bolesławiecki;Bolesławiec;Stara Oleszna;;15359.0
DOLNOŚLĄSKIE;Wrocław;Wrocław-Fabryczna;Oporów;;672882.0
DOLNOŚLĄSKIE;Wrocław;Wrocław-Fabryczna;Popowice;;672882.0
DOLNOŚLĄSKIE;Wrocław;Wrocław-Fabryczna;Bierdzany;;672882.0
DOLNOŚLĄSKIE;Wrocław;Wrocław-Fabryczna;Kowale;;672882.0
DOLNOŚLĄSKIE;Wrocław;Wrocław-Fabryczna;Polanowice;;672882.0
DOLNOŚLĄSKIE;wałbrzyski;Głuszyca;Grzmiąca;;2123.0
DOLNOŚLĄSKIE;wałbrzyski;Głuszyca;Rybnica Mała;;2123.0
DOLNOŚLĄSKIE;wałbrzyski;Mieroszów;Łączna;;2423.0
DOLNOŚLĄSKIE;wałbrzyski;Mieroszów;Rybnica Leśna;;2423.0
DOLNOŚLĄSKIE;lwówecki;Lwówek Śląski;Górczyca;;7892.0
DOLNOŚLĄSKIE;lwówecki;Lwówek Śląski;Nagórze;;7892.0
DOLNOŚLĄSKIE;strzeliński;Przeworno;Jegłowa;;4467.0
DOLNOŚLĄSKIE;strzeliński;Przeworno;Krzywina;;4467.0
DOLNOŚLĄSKIE;strzeliński;Strzelin;Nowolesie;;9506.0
DOLNOŚLĄSKIE;strzeliński;Strzelin;Pęcz;;9506.0
DOLNOŚLĄSKIE;kłodzki;Kłodzko;Jaszkówka;;16369.0
DOLNOŚLĄSKIE;kłodzki;Kłodzko;Romanowo;;16369.0
DOLNOŚLĄSKIE;kłodzki;Kłodzko;Szalejów Górny;;16369.0
DOLNOŚLĄSKIE;kłodzki;Kłodzko;Wojciechowice;;16369.0
DOLNOŚLĄSKIE;głogowski;Kotla;Głogówko;;4414.0
DOLNOŚLĄSKIE;głogowski;Kotla;Leśna Dolina;;4414.0
DOLNOŚLĄSKIE;głogowski;Żukowice;Domaniowice;;3398.0
DOLNOŚLĄSKIE;głogowski;Żukowice;Kamiona;;3398.0
DOLNOŚLĄSKIE;głogowski;Żukowice;Kłoda;;3398.0
DOLNOŚLĄSKIE;milicki;Milicz;Kopice;;12289.0
DOLNOŚLĄSKIE;milicki;Milicz;Dębów;;12289.0
DOLNOŚLĄSKIE;milicki;Milicz;Sławoszowice;;12289.0
DOLNOŚLĄSKIE;milicki;Milicz;Sulimierz;;12289.0
DOLNOŚLĄSKIE;milicki;Milicz;Tworzymirki;;12289.0
DOLNOŚLĄSKIE;legnicki;Chojnów;Osetnica;;9425.0
DOLNOŚLĄSKIE;legnicki;Chojnów;Piotrowice;;9425.0
DOLNOŚLĄSKIE;strzeliński;Strzelin;Bierzyn;;9506.0
DOLNOŚLĄSKIE;świdnicki;Żarów;Przyłęgów;;5702.0
DOLNOŚLĄSKIE;głogowski;Głogów;Szczyglice;;7260.0
DOLNOŚLĄSKIE;świdnicki;Strzegom;Żelazów;;9183.0
DOLNOŚLĄSKIE;świdnicki;Świdnica;Bystrzyca Górna;;18114.0
DOLNOŚLĄSKIE;świdnicki;Świdnica;Krzyżowa;;18114.0
DOLNOŚLĄSKIE;świdnicki;Świdnica;Makowice;;18114.0
DOLNOŚLĄSKIE;świdnicki;Świdnica;Słotwina;;18114.0
DOLNOŚLĄSKIE;świdnicki;Świdnica;Sulisławice;;18114.0
DOLNOŚLĄSKIE;legnicki;Prochowice;Rogów Legnicki;;3592.0
DOLNOŚLĄSKIE;legnicki;Ruja;Usza;;2390.0
DOLNOŚLĄSKIE;legnicki;Ruja;Wągrodno;;2390.0
DOLNOŚLĄSKIE;lubański;Leśna;Baworowa;;3942.0
DOLNOŚLĄSKIE;lubański;Leśna;Pczelin;;5227.0
DOLNOŚLĄSKIE;Wrocław;Wrocław-Fabryczna;Wrocław-Śródmieście;;672882.0
DOLNOŚLĄSKIE;Wrocław;Wrocław-Fabryczna;Bartoszewice;;672882.0
DOLNOŚLĄSKIE;Wrocław;Wrocław-Fabryczna;Dąbie;;672882.0
DOLNOŚLĄSKIE;Wrocław;Wrocław-Fabryczna;Sępolno;;672882.0
DOLNOŚLĄSKIE;trzebnicki;Trzebnica;Blizocin;;11502.0
DOLNOŚLĄSKIE;trzebnicki;Trzebnica;Boleścin;;11502.0
DOLNOŚLĄSKIE;oleśnicki;Oleśnica;Brzezinka;;16635.0
DOLNOŚLĄSKIE;trzebnicki;Trzebnica;Ujeździec Wielki;;11502.0
DOLNOŚLĄSKIE;trzebnicki;Wisznia Mała;Ligota Piękna;;12305.0
DOLNOŚLĄSKIE;świdnicki;Świdnica;Witoszów Górny;;18114.0
DOLNOŚLĄSKIE;świdnicki;Żarów;Żarów;;6334.0
DOLNOŚLĄSKIE;świdnicki;Żarów;Bożanów;;5702.0
DOLNOŚLĄSKIE;wrocławski;Mietków;Maniów Mały;;3760.0
DOLNOŚLĄSKIE;wrocławski;Mietków;Proszkowice;;3760.0
DOLNOŚLĄSKIE;wrocławski;Siechnice;Sulimów;;19636.0
DOLNOŚLĄSKIE;świdnicki;Żarów;Kruków;;5702.0
DOLNOŚLĄSKIE;trzebnicki;Zawonia;Pęciszów;;5888.0
DOLNOŚLĄSKIE;milicki;Milicz;Wodników Górny;;12289.0
DOLNOŚLĄSKIE;milicki;Milicz;Wszewilki;;12289.0
DOLNOŚLĄSKIE;wołowski;Wołów;Tarchalice;;9392.0
DOLNOŚLĄSKIE;wrocławski;Długołęka;Kątna;;44927.0
DOLNOŚLĄSKIE;wrocławski;Długołęka;Kiełczówek;;44927.0
DOLNOŚLĄSKIE;wrocławski;Żórawina;Krajków;;14044.0
DOLNOŚLĄSKIE;wrocławski;Kąty Wrocławskie;Kilianów;;23545.0
DOLNOŚLĄSKIE;wrocławski;Kąty Wrocławskie;Romnów;;23545.0
DOLNOŚLĄSKIE;wrocławski;Kąty Wrocławskie;Sadowice;;23545.0
DOLNOŚLĄSKIE;Wrocław;Wrocław-Fabryczna;Wrocław-Fabryczna;;672882.0
DOLNOŚLĄSKIE;Wrocław;Wrocław-Fabryczna;Jerzmanowo;;672882.0
DOLNOŚLĄSKIE;Wrocław;Wrocław-Fabryczna;Kozanów;;672882.0
DOLNOŚLĄSKIE;Wrocław;Wrocław-Fabryczna;Maślice;;672882.0
DOLNOŚLĄSKIE;Wrocław;Wrocław-Fabryczna;Nowy Dwór;;672882.0
DOLNOŚLĄSKIE;milicki;Krośnice;Grabownica;;7940.0
DOLNOŚLĄSKIE;milicki;Krośnice;Kuźnica Czeszycka;;7940.0
DOLNOŚLĄSKIE;milicki;Krośnice;Łazy Wielkie;;7940.0
DOLNOŚLĄSKIE;milicki;Krośnice;Wierzchowice;;7940.0
DOLNOŚLĄSKIE;lubański;Lubań;Uniegoszcz;;6462.0
DOLNOŚLĄSKIE;wrocławski;Kąty Wrocławskie;Górzyce;;23545.0
DOLNOŚLĄSKIE;wrocławski;Kąty Wrocławskie;Kębłowice;;23545.0
DOLNOŚLĄSKIE;oławski;Domaniów;Piskorzów;;4853.0
DOLNOŚLĄSKIE;oławski;Domaniów;Radłowice;;4853.0
DOLNOŚLĄSKIE;oławski;Domaniów;Wyszkowice;;4853.0
DOLNOŚLĄSKIE;wrocławski;Żórawina;Nowy Śleszów;;14044.0
DOLNOŚLĄSKIE;wrocławski;Żórawina;Okrzeszyce;;14044.0
DOLNOŚLĄSKIE;wrocławski;Żórawina;Pasterzyce;;14044.0
DOLNOŚLĄSKIE;lubiński;Rudna;Olszany;;7428.0
DOLNOŚLĄSKIE;lubiński;Rudna;Radomiłów;;7428.0
DOLNOŚLĄSKIE;lubiński;Rudna;Stara Rudna;;7428.0
DOLNOŚLĄSKIE;lubiński;Rudna;Studzionki;;7428.0
DOLNOŚLĄSKIE;lubiński;Rudna;Wądroże;;7428.0
DOLNOŚLĄSKIE;lubiński;Ścinawa;Lasowice;;4043.0
DOLNOŚLĄSKIE;lubiński;Ścinawa;Turów;;4043.0
DOLNOŚLĄSKIE;lubiński;Ścinawa;Wielowieś;;4043.0
DOLNOŚLĄSKIE;lubiński;Ścinawa;Zaborów;;4043.0
DOLNOŚLĄSKIE;lwówecki;Gryfów Śląski;Krzewie Wielkie;;2975.0
DOLNOŚLĄSKIE;lwówecki;Gryfów Śląski;Rząsiny;;2975.0
DOLNOŚLĄSKIE;lwówecki;Lubomierz;Maciejowiec;;3817.0
DOLNOŚLĄSKIE;lwówecki;Lubomierz;Milęcice;;3817.0
DOLNOŚLĄSKIE;milicki;Milicz;Brzezina Sułowska;;12289.0
DOLNOŚLĄSKIE;milicki;Milicz;Czatkowice;;12289.0
DOLNOŚLĄSKIE;ząbkowicki;Ząbkowice Śląskie;Szklary;;6377.0
DOLNOŚLĄSKIE;zgorzelecki;Węgliniec;Węgliniec;;2632.0
DOLNOŚLĄSKIE;zgorzelecki;Węgliniec;Czerwona Woda;;5065.0
DOLNOŚLĄSKIE;zgorzelecki;Zgorzelec;Radomierzyce;;8982.0
DOLNOŚLĄSKIE;zgorzelecki;Zgorzelec;Ręczyn;;8982.0
DOLNOŚLĄSKIE;kłodzki;Nowa Ruda;Huta Barbara;;10479.0
DOLNOŚLĄSKIE;kłodzki;Nowa Ruda;Świerki;;10479.0
DOLNOŚLĄSKIE;wrocławski;Długołęka;Stępin;;44927.0
DOLNOŚLĄSKIE;wrocławski;Długołęka;Tokary;;44927.0
DOLNOŚLĄSKIE;wrocławski;Jordanów Śląski;Jezierzyce Wielkie;;3275.0
DOLNOŚLĄSKIE;kłodzki;Bystrzyca Kłodzka;Stara Bystrzyca;;8272.0
DOLNOŚLĄSKIE;kłodzki;Stronie Śląskie;Stronie Śląskie;;4910.0
DOLNOŚLĄSKIE;ząbkowicki;Ziębice;Niedźwiednik;;7485.0
DOLNOŚLĄSKIE;ząbkowicki;Ziębice;Służejów;;7485.0
DOLNOŚLĄSKIE;zgorzelecki;Zgorzelec;Ujazd;;28466.0
DOLNOŚLĄSKIE;zgorzelecki;Bogatynia;Bratków;;5184.0
DOLNOŚLĄSKIE;zgorzelecki;Bogatynia;Jasna Góra;;5184.0
DOLNOŚLĄSKIE;ząbkowicki;Ciepłowody;Brochocin;;2780.0
DOLNOŚLĄSKIE;ząbkowicki;Ciepłowody;Koźmice;;2780.0
DOLNOŚLĄSKIE;ząbkowicki;Ciepłowody;Tomice;;2780.0
DOLNOŚLĄSKIE;jaworski;Bolków;Radzimowice;;4896.0
DOLNOŚLĄSKIE;jaworski;Bolków;Sady Górne;;4896.0
DOLNOŚLĄSKIE;górowski;Jemielno;Łęczyca;;2636.0
DOLNOŚLĄSKIE;górowski;Jemielno;Psary;;2636.0
DOLNOŚLĄSKIE;milicki;Milicz;Grabówka;;12289.0
DOLNOŚLĄSKIE;karkonoski;Piechowice;Pakoszów;;5668.0
DOLNOŚLĄSKIE;karkonoski;Janowice Wielkie;Komarno;;4046.0
DOLNOŚLĄSKIE;karkonoski;Janowice Wielkie;Mniszków;;4046.0
DOLNOŚLĄSKIE;bolesławiecki;Gromadka;Borówki;;4978.0
DOLNOŚLĄSKIE;jaworski;Mściwojów;Mściwojów;;3943.0
DOLNOŚLĄSKIE;jaworski;Paszowice;Bolkowice;;4181.0
DOLNOŚLĄSKIE;jaworski;Paszowice;Grobla;;4181.0
DOLNOŚLĄSKIE;jaworski;Paszowice;Nowa Wieś Wielka;;4181.0
DOLNOŚLĄSKIE;jaworski;Wądroże Wielkie;Budziszów Wielki;;3681.0
DOLNOŚLĄSKIE;jaworski;Wądroże Wielkie;Jenków;;3681.0
DOLNOŚLĄSKIE;oławski;Oława;Zakrzów;;15697.0
DOLNOŚLĄSKIE;jaworski;Bolków;Stare Rochowice;;4896.0
DOLNOŚLĄSKIE;jaworski;Bolków;Wolbromek;;4896.0
DOLNOŚLĄSKIE;wrocławski;Kobierzyce;Bielany Wrocławskie;;25421.0
DOLNOŚLĄSKIE;wrocławski;Kobierzyce;Krzyżowice;;25421.0
DOLNOŚLĄSKIE;wrocławski;Kobierzyce;Księginice;;25421.0
DOLNOŚLĄSKIE;wrocławski;Kobierzyce;Rolantowice;;25421.0
DOLNOŚLĄSKIE;wrocławski;Kobierzyce;Wierzbice;;25421.0
DOLNOŚLĄSKIE;wrocławski;Kobierzyce;Wysoka;;25421.0
DOLNOŚLĄSKIE;kłodzki;Bystrzyca Kłodzka;Mielnik;;8272.0
DOLNOŚLĄSKIE;zgorzelecki;Sulików;Wilka;;5800.0
DOLNOŚLĄSKIE;oleśnicki;Twardogóra;Moszyce;;6356.0
DOLNOŚLĄSKIE;oławski;Domaniów;Chwastnica;;4853.0
DOLNOŚLĄSKIE;średzki;Środa Śląska;Kryniczno;;10253.0
DOLNOŚLĄSKIE;lubiński;Lubin;Zimna Woda;;18812.0
DOLNOŚLĄSKIE;lubiński;Rudna;Chobienia;;7428.0
DOLNOŚLĄSKIE;świdnicki;Marcinowice;Wirki;;6376.0
DOLNOŚLĄSKIE;świdnicki;Strzegom;Granica;;9183.0
DOLNOŚLĄSKIE;polkowicki;Chocianów;Raków;;5053.0
DOLNOŚLĄSKIE;polkowicki;Gaworzyce;Grabik;;3750.0
